"","year","lnw","female","widowed","divorced","separated","nevermarried","hsd08","hsd911","hsg","cg","ad","mw","so","we","exp1","exp2","exp3","exp4","weight","married","ne","sc"
"1675322",2012,2.29211379312675,1,0,0,0,0,0,0,1,0,0,1,0,0,27,7.29,19.683,53.1441,3299.88,TRUE,FALSE,FALSE
"1675323",2012,2.89970308532505,0,0,0,0,0,0,0,1,0,0,1,0,0,30,9,27,81,3299.88,TRUE,FALSE,FALSE
"1675324",2012,3.52175434420126,0,0,1,0,0,0,0,0,1,0,1,0,0,25,6.25,15.625,39.0625,3355.95,FALSE,FALSE,FALSE
"1675325",2012,1.96360972615471,1,0,1,0,0,0,0,0,0,0,1,0,0,28,7.84,21.952,61.4656,1613.59,FALSE,FALSE,TRUE
"1675326",2012,2.36907483426288,1,0,0,0,1,0,0,1,0,0,1,0,0,9,0.81,0.729,0.6561,3502.95,FALSE,FALSE,FALSE
"1675327",2012,2.65675690671466,1,0,1,0,0,0,0,0,1,0,1,0,0,16,2.56,4.096,6.5536,1810.33,FALSE,FALSE,FALSE
"1675328",2012,1.506851323659,0,0,0,0,0,0,0,1,0,0,1,0,0,26,6.76,17.576,45.6976,1678.74,TRUE,FALSE,FALSE
"1675330",2012,2.3764549415605,1,0,0,0,1,0,1,0,0,0,1,0,0,33,10.89,35.937,118.5921,3215.59,FALSE,FALSE,FALSE
"1675333",2012,1.96360972615471,0,0,0,0,1,0,0,1,0,0,1,0,0,22,4.84,10.648,23.4256,5750.93,FALSE,FALSE,FALSE
"1675334",2012,2.99322914333587,0,0,0,0,0,0,0,0,1,0,1,0,0,23,5.29,12.167,27.9841,3046.09,TRUE,FALSE,FALSE
"1675335",2012,2.87990045802887,1,0,0,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,3046.09,TRUE,FALSE,FALSE
"1675336",2012,2.83907846350861,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,3076.67,TRUE,FALSE,FALSE
"1675337",2012,2.59959849287471,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,3076.67,TRUE,FALSE,FALSE
"1675338",2012,2.18675327746892,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,1640.89,TRUE,FALSE,FALSE
"1675339",2012,2.77453994237104,0,0,0,0,0,0,0,0,0,0,1,0,0,13.5,1.8225,2.460375,3.32150625,1640.89,TRUE,FALSE,TRUE
"1675340",2012,3.23212105161822,0,0,0,0,1,0,0,1,0,0,1,0,0,11,1.21,1.331,1.4641,1670.75,FALSE,FALSE,FALSE
"1675342",2012,2.4643850140672,1,0,0,0,0,0,0,0,0,0,1,0,0,22.5,5.0625,11.390625,25.62890625,2962.28,TRUE,FALSE,TRUE
"1675343",2012,3.05518061558925,0,0,0,0,0,0,0,1,0,0,1,0,0,31,9.61,29.791,92.3521,2962.28,TRUE,FALSE,FALSE
"1675347",2012,5.97094200229586,0,0,0,0,0,0,0,1,0,0,1,0,0,26,6.76,17.576,45.6976,1715.82,TRUE,FALSE,FALSE
"1675348",2012,3.28536556613703,1,0,0,0,0,0,0,0,1,0,1,0,0,20,4,8,16,1715.82,TRUE,FALSE,FALSE
"1675350",2012,2.05891990595904,1,0,0,0,0,0,0,0,0,0,1,0,0,19,3.61,6.859,13.0321,1715.82,TRUE,FALSE,TRUE
"1675351",2012,2.83907846350861,0,0,0,0,1,0,0,0,0,0,1,0,0,24.5,6.0025,14.706125,36.03000625,3355.95,FALSE,FALSE,TRUE
"1675353",2012,3.43951624596429,0,0,0,0,0,0,0,0,0,1,1,0,0,23,5.29,12.167,27.9841,1844.7,TRUE,FALSE,FALSE
"1675356",2012,2.10671056979539,1,0,1,0,0,0,0,0,0,0,1,0,0,28.5,8.1225,23.149125,65.97500625,1645.54,FALSE,FALSE,TRUE
"1675358",2012,3.21637269465008,1,0,0,1,0,0,0,0,1,0,1,0,0,23,5.29,12.167,27.9841,2922.76,FALSE,FALSE,FALSE
"1675360",2012,2.77453994237104,0,0,1,0,0,0,0,1,0,0,1,0,0,31,9.61,29.791,92.3521,3335.41,FALSE,FALSE,FALSE
"1675361",2012,2.68492778368136,1,0,0,0,1,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,3643.52,FALSE,FALSE,FALSE
"1675364",2012,2.17872110577166,0,0,0,0,0,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,2738.09,TRUE,FALSE,FALSE
"1675366",2012,3.06222201482282,0,0,0,0,0,0,0,0,1,0,1,0,0,17,2.89,4.913,8.3521,1743.39,TRUE,FALSE,FALSE
"1675367",2012,2.43361335540045,0,0,0,0,1,0,0,0,0,0,1,0,0,16.5,2.7225,4.492125,7.41200625,1876.06,FALSE,FALSE,TRUE
"1675368",2012,3.21637269465008,1,0,0,0,0,0,0,0,0,1,1,0,0,21,4.41,9.261,19.4481,1936.48,TRUE,FALSE,FALSE
"1675369",2012,4.01488039086785,0,0,0,0,0,0,0,0,0,1,1,0,0,22,4.84,10.648,23.4256,1900.52,TRUE,FALSE,FALSE
"1675372",2012,3.00395310669885,0,0,1,0,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,1936.72,FALSE,FALSE,FALSE
"1675375",2012,4.44851637594271,0,0,0,0,0,0,0,0,0,1,1,0,0,20,4,8,16,1897.5,TRUE,FALSE,FALSE
"1675376",2012,2.52322551409014,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,1932.72,TRUE,FALSE,FALSE
"1675379",2012,2.77453994237104,0,0,1,0,0,0,0,0,0,0,1,0,0,24.5,6.0025,14.706125,36.03000625,1809.95,FALSE,FALSE,TRUE
"1675380",2012,3.73856207706639,1,0,1,0,0,0,0,0,1,0,1,0,0,17,2.89,4.913,8.3521,1797.1,FALSE,FALSE,FALSE
"1675383",2012,2.87990045802887,0,0,0,0,0,0,0,0,1,0,1,0,0,28,7.84,21.952,61.4656,1633.51,TRUE,FALSE,FALSE
"1675385",2012,3.0985896589937,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1.44,1.728,2.0736,1885.84,TRUE,FALSE,FALSE
"1675387",2012,3.85415481034131,0,0,0,0,0,0,0,0,0,1,1,0,0,11,1.21,1.331,1.4641,1885.84,TRUE,FALSE,FALSE
"1675388",2012,2.70554707088409,1,0,1,0,0,0,0,0,0,0,1,0,0,18,3.24,5.832,10.4976,1806.45,FALSE,FALSE,TRUE
"1675390",2012,2.63143909873037,0,0,0,0,0,0,0,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,1779.49,TRUE,FALSE,TRUE
"1675391",2012,2.60546361232711,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,1705.97,TRUE,FALSE,FALSE
"1675393",2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,1929,TRUE,FALSE,FALSE
"1675395",2012,3.07170075877737,0,0,0,0,0,0,0,1,0,0,1,0,0,25,6.25,15.625,39.0625,1688.17,TRUE,FALSE,FALSE
"1675396",2012,2.55139639105683,1,0,0,0,0,0,0,1,0,0,1,0,0,25,6.25,15.625,39.0625,1688.17,TRUE,FALSE,FALSE
"1675397",2012,3.81206453905931,0,0,0,0,0,0,0,0,0,1,1,0,0,24,5.76,13.824,33.1776,1798.82,TRUE,FALSE,FALSE
"1675398",2012,1.40399393821929,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,1640.89,FALSE,FALSE,TRUE
"1675400",2012,3.09501183764581,0,0,0,0,0,0,0,0,1,0,1,0,0,19,3.61,6.859,13.0321,1554.12,TRUE,FALSE,FALSE
"1675404",2012,3.11101217899226,1,0,0,0,0,0,0,0,0,1,1,0,0,15,2.25,3.375,5.0625,1715.82,TRUE,FALSE,FALSE
"1675405",2012,3.22825891566322,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,1754.43,TRUE,FALSE,FALSE
"1675407",2012,2.18675327746892,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,1522.17,FALSE,FALSE,FALSE
"1675408",2012,2.47443534992071,1,0,1,0,0,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,1522.17,FALSE,FALSE,FALSE
"1675410",2012,2.22597399062221,1,0,0,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,1640.89,TRUE,FALSE,FALSE
"1675411",2012,2.36907483426288,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0.64,0.512,0.4096,2025.43,FALSE,FALSE,FALSE
"1675413",2012,3.3499040872746,1,0,1,0,0,0,0,0,0,0,1,0,0,21,4.41,9.261,19.4481,1514.96,FALSE,FALSE,TRUE
"1675416",2012,3.09501183764581,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,2145.11,TRUE,FALSE,FALSE
"1675418",2012,1.96360972615471,0,0,0,0,0,0,1,0,0,0,1,0,0,25,6.25,15.625,39.0625,1951.84,TRUE,FALSE,FALSE
"1675420",2012,3.59285026588499,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5,2.4025,3.723875,5.77200625,1641.15,TRUE,FALSE,TRUE
"1675423",2012,3.21637269465008,1,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,3453.54,TRUE,FALSE,FALSE
"1675425",2012,2.7367996143882,0,0,0,0,1,0,0,0,0,1,1,0,0,10,1,1,1,3351.87,FALSE,FALSE,FALSE
"1675427",2012,2.29051251175978,1,0,0,0,1,0,0,0,1,0,1,0,0,31,9.61,29.791,92.3521,3249.69,FALSE,FALSE,FALSE
"1675428",2012,3.14923339181245,0,0,0,0,0,0,0,0,0,0,1,0,0,16.5,2.7225,4.492125,7.41200625,1578.15,TRUE,FALSE,TRUE
"1675430",2012,1.53872653218945,0,0,0,0,1,0,0,0,1,0,1,0,0,10,1,1,1,3124.24,FALSE,FALSE,FALSE
"1675431",2012,3.5081280924895,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0.04,0.008,0.0016,3124.24,FALSE,FALSE,FALSE
"1675432",2012,2.21794181892494,0,0,0,0,1,0,0,0,0,0,1,0,0,13.5,1.8225,2.460375,3.32150625,3351.87,FALSE,FALSE,TRUE
"1675433",2012,3.06960212212045,1,0,1,0,0,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,3453.54,FALSE,FALSE,FALSE
"1675436",2012,2.002830439308,1,0,0,0,0,0,0,1,0,0,1,0,0,10,1,1,1,1545.71,TRUE,FALSE,FALSE
"1675438",2012,3.01343185065339,0,0,0,0,0,0,0,0,0,1,1,0,0,13,1.69,2.197,2.8561,1578.15,TRUE,FALSE,FALSE
"1675440",2012,3.16758253048065,0,0,0,0,0,0,0,0,0,1,1,0,0,18,3.24,5.832,10.4976,1714.27,TRUE,FALSE,FALSE
"1675441",2012,3.3499040872746,1,0,0,0,0,0,0,0,0,1,1,0,0,17,2.89,4.913,8.3521,1714.27,TRUE,FALSE,FALSE
"1675443",2012,3.11101217899226,0,0,0,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,3008.08,TRUE,FALSE,FALSE
"1675444",2012,2.77453994237104,1,0,0,0,1,0,0,0,0,1,1,0,0,10,1,1,1,2890.8,FALSE,FALSE,FALSE
"1675445",2012,1.60693478221598,1,0,0,0,0,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,2890.8,TRUE,FALSE,FALSE
"1675447",2012,2.43361335540045,1,0,0,0,0,0,0,0,0,0,1,0,0,22,4.84,10.648,23.4256,2938.7,TRUE,FALSE,TRUE
"1675448",2012,2.56974552972503,0,0,0,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,2938.7,TRUE,FALSE,FALSE
"1675449",2012,2.26371431860505,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0.64,0.512,0.4096,1950.53,FALSE,FALSE,FALSE
"1675452",2012,2.65675690671466,1,0,0,0,0,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,1781.55,TRUE,FALSE,FALSE
"1675453",2012,2.97521063783319,0,0,0,0,0,0,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,1781.55,TRUE,FALSE,TRUE
"1675455",2012,3.57304763858881,1,0,0,0,0,0,0,0,0,1,1,0,0,26,6.76,17.576,45.6976,1638.53,TRUE,FALSE,FALSE
"1675458",2012,2.89791896353155,0,0,0,0,0,0,1,0,0,0,1,0,0,32,10.24,32.768,104.8576,3273.62,TRUE,FALSE,FALSE
"1675459",2012,3.57304763858881,0,0,0,0,1,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,3446.86,FALSE,FALSE,FALSE
"1675460",2012,3.46768712293099,1,0,0,0,1,0,0,0,1,0,1,0,0,17,2.89,4.913,8.3521,3446.86,FALSE,FALSE,FALSE
"1675463",2012,2.48240351956988,0,0,1,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,3196.3,FALSE,FALSE,FALSE
"1675465",2012,3.26652247833555,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,1838.32,TRUE,FALSE,FALSE
"1675467",2012,3.33873078667648,0,0,0,0,0,0,0,0,0,0,1,0,0,21.5,4.6225,9.938375,21.36750625,1929.11,TRUE,FALSE,TRUE
"1675469",2012,2.76497049135489,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0.64,0.512,0.4096,3622.19,TRUE,FALSE,FALSE
"1675470",2012,1.87399756746503,1,0,0,0,0,0,0,0,0,1,1,0,0,7,0.49,0.343,0.2401,3622.19,TRUE,FALSE,FALSE
"1675471",2012,3.67532648770923,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0.64,0.512,0.4096,1629.09,TRUE,FALSE,FALSE
"1675472",2012,2.91053742749076,0,0,0,0,0,0,0,0,0,0,1,0,0,20,4,8,16,1973.25,TRUE,FALSE,TRUE
"1675473",2012,3.20680324363393,1,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,1973.25,TRUE,FALSE,FALSE
"1675474",2012,2.3522677159465,0,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,1582.9,TRUE,FALSE,FALSE
"1675475",2012,2.52892353520477,1,0,0,0,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,1582.9,TRUE,FALSE,FALSE
"1675476",2012,2.94443897916644,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2.89,4.913,8.3521,1973.25,TRUE,FALSE,TRUE
"1675477",2012,2.5026062268874,1,0,0,0,0,0,0,0,0,0,1,0,0,17.5,3.0625,5.359375,9.37890625,1973.25,TRUE,FALSE,TRUE
"1675479",2012,1.82847705216322,0,0,0,0,0,0,0,1,0,0,1,0,0,30,9,27,81,2716.3,TRUE,FALSE,FALSE
"1675480",2012,3.1162892360931,0,0,0,0,1,0,0,0,0,0,1,0,0,30.5,9.3025,28.372625,86.53650625,3308.87,FALSE,FALSE,TRUE
"1675481",2012,2.22597399062221,1,0,0,0,1,0,0,0,0,0,1,0,0,14.5,2.1025,3.048625,4.42050625,1927.74,FALSE,FALSE,TRUE
"1675482",2012,2.8782991766619,0,0,0,0,0,0,0,1,0,0,1,0,0,35,12.25,42.875,150.0625,3453.54,TRUE,FALSE,FALSE
"1675483",2012,3.25559340780336,1,0,0,0,0,0,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,3453.54,TRUE,FALSE,TRUE
"1675484",2012,1.71906226617735,1,0,0,0,1,0,0,0,0,0,1,0,0,11.5,1.3225,1.520875,1.74900625,2898.2,FALSE,FALSE,TRUE
"1675485",2012,2.69597761986794,0,0,1,0,0,0,0,0,0,0,1,0,0,21.5,4.6225,9.938375,21.36750625,5211.25,FALSE,FALSE,TRUE
"1675487",2012,2.57663086223537,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0.49,0.343,0.2401,1666.26,TRUE,FALSE,FALSE
"1675488",2012,2.002830439308,0,0,0,0,1,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,3132.28,FALSE,FALSE,FALSE
"1675489",2012,3.06222201482282,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,1516.93,TRUE,FALSE,FALSE
"1675490",2012,3.72146764370709,0,0,0,0,0,0,0,0,0,0,1,0,0,29.5,8.7025,25.672375,75.73350625,3072.25,TRUE,FALSE,TRUE
"1675491",2012,1.80109079665694,1,0,0,0,0,0,0,1,0,0,1,0,0,30,9,27,81,3072.25,TRUE,FALSE,FALSE
"1675492",2012,3.57304763858881,0,0,0,0,0,0,0,0,0,1,1,0,0,25,6.25,15.625,39.0625,1742.35,TRUE,FALSE,FALSE
"1675494",2012,2.38849292011998,0,0,0,0,0,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,1742.35,TRUE,FALSE,FALSE
"1675496",2012,2.49423797721688,1,0,1,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,3266.9,FALSE,FALSE,FALSE
"1675499",2012,2.43361335540045,1,0,0,0,1,0,0,0,0,0,1,0,0,25.5,6.5025,16.581375,42.28250625,3273.62,FALSE,FALSE,TRUE
"1675500",2012,2.22389282441838,1,0,1,0,0,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,1704.86,FALSE,FALSE,FALSE
"1675502",2012,1.96360972615471,1,0,0,0,1,0,0,1,0,0,1,0,0,18,3.24,5.832,10.4976,3617.07,FALSE,FALSE,FALSE
"1675503",2012,2.87990045802887,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,3891.38,TRUE,FALSE,FALSE
"1675505",2012,2.18675327746892,1,0,0,0,0,0,0,0,0,0,1,0,0,9.5,0.9025,0.857375,0.81450625,1874.95,TRUE,FALSE,TRUE
"1675506",2012,2.33930267592921,0,0,0,0,0,0,0,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,1874.95,TRUE,FALSE,TRUE
"1675508",2012,2.91912117118215,0,0,0,0,0,0,0,1,0,0,1,0,0,35,12.25,42.875,150.0625,3133.09,TRUE,FALSE,FALSE
"1675509",2012,2.52322551409014,1,0,0,0,0,0,0,1,0,0,1,0,0,31,9.61,29.791,92.3521,3133.09,TRUE,FALSE,FALSE
"1675511",2012,2.3351732825872,0,0,0,0,1,0,0,0,0,0,1,0,0,25.5,6.5025,16.581375,42.28250625,3122.58,FALSE,FALSE,TRUE
"1675512",2012,3.07875131677403,1,0,0,0,1,0,0,0,0,1,1,0,0,28,7.84,21.952,61.4656,3060.84,FALSE,FALSE,FALSE
"1675513",2012,3.6122683517421,0,0,0,0,0,0,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,3060.84,TRUE,FALSE,TRUE
"1675517",2012,1.80109079665694,1,0,1,0,0,0,0,0,0,0,1,0,0,31,9.61,29.791,92.3521,2780.42,FALSE,FALSE,TRUE
"1675518",2012,2.53000520107552,0,0,0,0,1,0,0,0,0,1,1,0,0,11,1.21,1.331,1.4641,1552.21,FALSE,FALSE,FALSE
"1675520",2012,2.18515199610195,0,0,0,0,0,0,0,1,0,0,1,0,0,30,9,27,81,2899.5,TRUE,FALSE,FALSE
"1675521",2012,2.20350113477015,1,0,0,0,0,0,0,1,0,0,1,0,0,27,7.29,19.683,53.1441,2899.5,TRUE,FALSE,FALSE
"1675523",2012,2.18515199610195,0,0,0,0,0,0,0,1,0,0,1,0,0,35,12.25,42.875,150.0625,2716.3,TRUE,FALSE,FALSE
"1675526",2012,3.14923339181245,0,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,1905.97,TRUE,FALSE,FALSE
"1675528",2012,3.30908209275435,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,2057.37,TRUE,FALSE,FALSE
"1675530",2012,1.6271374895335,1,0,0,0,0,0,0,0,0,0,1,0,0,27,7.29,19.683,53.1441,1870.58,TRUE,FALSE,TRUE
"1675533",2012,3.15522650827107,1,0,0,0,0,0,0,0,0,0,1,0,0,30.5,9.3025,28.372625,86.53650625,2124.15,TRUE,FALSE,TRUE
"1675534",2012,2.54640884954579,1,0,1,0,0,0,0,1,0,0,1,0,0,16,2.56,4.096,6.5536,1699.46,FALSE,FALSE,FALSE
"1675536",2012,2.53345869037017,1,0,0,0,0,0,0,0,0,0,1,0,0,28.5,8.1225,23.149125,65.97500625,1764.49,TRUE,FALSE,TRUE
"1675540",2012,3.8607297110406,0,0,0,0,0,0,0,0,1,0,1,0,0,19,3.61,6.859,13.0321,2026.4,TRUE,FALSE,FALSE
"1675541",2012,2.72907756829429,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,2120.55,TRUE,FALSE,FALSE
"1675542",2012,3.06222201482282,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0.64,0.512,0.4096,2120.55,TRUE,FALSE,TRUE
"1675544",2012,2.53897387105828,0,0,0,0,0,0,0,0,1,0,1,0,0,11,1.21,1.331,1.4641,2120.55,TRUE,FALSE,FALSE
"1675545",2012,3.64366520580277,0,0,0,0,0,0,0,0,0,1,1,0,0,16,2.56,4.096,6.5536,1761.03,TRUE,FALSE,FALSE
"1675546",2012,2.60546361232711,1,0,0,0,0,0,0,0,0,1,1,0,0,15,2.25,3.375,5.0625,1761.03,TRUE,FALSE,FALSE
"1675547",2012,2.56144672691033,0,0,0,0,0,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,1798.6,TRUE,FALSE,FALSE
"1675552",2012,2.06897024181254,1,0,0,1,0,0,0,1,0,0,1,0,0,13,1.69,2.197,2.8561,1540.18,FALSE,FALSE,FALSE
"1675553",2012,2.2512917986065,0,0,0,0,1,0,0,1,0,0,1,0,0,19,3.61,6.859,13.0321,1540.18,FALSE,FALSE,FALSE
"1675554",2012,2.91912117118215,0,0,0,0,0,0,0,0,1,0,1,0,0,27,7.29,19.683,53.1441,1665.01,TRUE,FALSE,FALSE
"1675557",2012,2.94670912770098,1,0,1,0,0,0,0,0,0,1,1,0,0,20,4,8,16,1708.15,FALSE,FALSE,FALSE
"1675559",2012,3.42994679494814,0,0,0,0,0,0,0,0,1,0,1,0,0,25,6.25,15.625,39.0625,1632.68,TRUE,FALSE,FALSE
"1675560",2012,3.21637269465008,0,0,0,0,0,0,1,0,0,0,1,0,0,23,5.29,12.167,27.9841,1736.12,TRUE,FALSE,FALSE
"1675563",2012,2.93816936615284,0,0,0,0,0,0,0,1,0,0,1,0,0,35,12.25,42.875,150.0625,1714.27,TRUE,FALSE,FALSE
"1675565",2012,3.10304400934308,1,0,0,0,0,0,0,0,0,1,1,0,0,26,6.76,17.576,45.6976,1638.53,TRUE,FALSE,FALSE
"1675571",2012,3.25459390747028,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0.36,0.216,0.1296,1931.83,TRUE,FALSE,FALSE
"1675572",2012,3.11101217899226,0,0,0,0,0,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,1833.22,TRUE,FALSE,FALSE
"1675573",2012,2.43361335540045,1,0,1,0,0,0,0,0,0,0,1,0,0,25.5,6.5025,16.581375,42.28250625,1925.3,FALSE,FALSE,TRUE
"1675575",2012,3.21637269465008,0,0,0,0,0,0,0,0,0,1,1,0,0,26,6.76,17.576,45.6976,1834.22,TRUE,FALSE,FALSE
"1675578",2012,3.90951987521003,0,0,0,0,0,0,0,0,0,0,1,0,0,27,7.29,19.683,53.1441,1577.25,TRUE,FALSE,TRUE
"1675580",2012,1.83577635464483,1,0,0,0,0,0,0,0,0,0,1,0,0,23,5.29,12.167,27.9841,1577.25,TRUE,FALSE,TRUE
"1675581",2012,2.91053742749076,1,0,1,0,0,0,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,1781.55,FALSE,FALSE,TRUE
"1675583",2012,2.52322551409014,1,0,1,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,3350.9,FALSE,FALSE,FALSE
"1675584",2012,2.55139639105683,0,0,1,0,0,0,0,0,0,0,1,0,0,33.5,11.2225,37.595375,125.94450625,3465.07,FALSE,FALSE,TRUE
"1675585",2012,2.77453994237104,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0.81,0.729,0.6561,3206.11,FALSE,FALSE,TRUE
"1675586",2012,2.81802505431078,0,0,0,0,1,0,0,1,0,0,1,0,0,16,2.56,4.096,6.5536,3037.85,FALSE,FALSE,FALSE
"1675587",2012,2.36907483426288,1,0,1,0,0,0,0,0,0,0,1,0,0,19,3.61,6.859,13.0321,3446.86,FALSE,FALSE,TRUE
"1675590",2012,2.40544247843375,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,3206.11,FALSE,FALSE,FALSE
"1675591",2012,2.87990045802887,0,0,0,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,2967.95,TRUE,FALSE,FALSE
"1675592",2012,2.55139639105683,1,0,0,0,0,0,0,0,0,1,1,0,0,19,3.61,6.859,13.0321,2967.95,TRUE,FALSE,FALSE
"1675593",2012,3.2247409443206,0,0,0,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,1846.06,TRUE,FALSE,FALSE
"1675594",2012,3.3499040872746,1,0,0,0,0,0,0,0,1,0,1,0,0,18,3.24,5.832,10.4976,1846.06,TRUE,FALSE,FALSE
"1675597",2012,1.96360972615471,1,0,0,0,0,0,0,0,1,0,1,0,0,27,7.29,19.683,53.1441,1482.89,TRUE,FALSE,FALSE
"1675598",2012,2.59488150299657,0,0,0,0,0,0,0,0,0,0,1,0,0,13.5,1.8225,2.460375,3.32150625,1931.83,TRUE,FALSE,TRUE
"1675599",2012,3.01092872043527,1,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,1,1931.83,TRUE,FALSE,TRUE
"1675600",2012,1.16510202993694,1,0,0,0,0,0,0,0,0,0,1,0,0,33.5,11.2225,37.595375,125.94450625,2890.03,TRUE,FALSE,TRUE
"1675601",2012,3.57304763858881,0,0,0,0,0,0,0,0,0,0,1,0,0,31,9.61,29.791,92.3521,3214.26,TRUE,FALSE,TRUE
"1675602",2012,2.05891990595904,1,0,0,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,3214.26,TRUE,FALSE,FALSE
"1675603",2012,2.34090395729618,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,3413.09,FALSE,FALSE,FALSE
"1675604",2012,2.36907483426288,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,3413.09,FALSE,FALSE,FALSE
"1675605",2012,2.97521063783319,0,0,1,0,0,0,0,0,0,0,1,0,0,16,2.56,4.096,6.5536,1624.58,FALSE,FALSE,TRUE
"1675606",2012,3.06222201482282,0,0,0,0,1,0,0,0,0,0,1,0,0,19,3.61,6.859,13.0321,3055.01,FALSE,FALSE,TRUE
"1675607",2012,2.43361335540045,1,0,0,0,0,0,0,1,0,0,1,0,0,33,10.89,35.937,118.5921,3060.84,TRUE,FALSE,FALSE
"1675608",2012,1.18085038690508,0,0,0,0,0,0,0,1,0,0,1,0,0,27,7.29,19.683,53.1441,1713.51,TRUE,FALSE,FALSE
"1675609",2012,1.53282681006226,1,0,0,0,0,0,0,1,0,0,1,0,0,25,6.25,15.625,39.0625,1713.51,TRUE,FALSE,FALSE
"1675610",2012,2.43361335540045,0,0,0,0,0,0,0,0,0,0,1,0,0,11.5,1.3225,1.520875,1.74900625,1738.87,TRUE,FALSE,TRUE
"1675611",2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,1738.87,TRUE,FALSE,FALSE
"1675613",2012,2.49423797721688,0,0,0,0,1,0,0,0,1,0,1,0,0,7,0.49,0.343,0.2401,3132.28,FALSE,FALSE,FALSE
